COD_ASL,COD_STRUTTURA,DENOM_STRUTTURA,INDIRIZZO_UBICAZIONE,COD_ISTAT_COMUNE_UBICAZIONE,COMUNE_UBICAZIONE,CAP,PROV_COMUNE_UBICAZIONE,TOT_POSTI_AUTORIZZATI,TOT_POSTI_ACCREDITATI,COD_GESTORE,DENOM_GESTORE,P_IVA,COD_FISCALE_GESTORE,INDIRIZZO_SEDE_LEGALE,COD_ISTAT_COMUNE_SEDE_LEGALE,COMUNE_SEDE_LEGALE,PROV_SEDE_LEGALE,NATURA_GIURIDICA,PUBBLICA_PRIVATA,ONLUS,WGS84_X,WGS84_Y,LOCATION
327,001954,CENTRO DIURNO INTEGRATO MONS  A. MAZZALI,"VIA TRENTO,10",020030,MANTOVA,46100,MN,30,30,690699,FONDAZIONE MONS ARRIGO MAZZALI ONLUS DI MANTOVA,00441270204,80005070208,"VIA TRENTO,10",020030,MANTOVA,MN,,PRIVATA,,10.79025,45.1637,POINT (10.79025 45.1637)
321,000062,"""CDI PRESSO """"RSA SAN CAMILLO""""""","VIA DELLA CAPPELLETTA,5",015051,CARUGATE,20061,MI,30,30,691488,CASA DELL'ANZIANO SAN CAMILLO COOPERATIVA SOCIALE ONLUS,00989140967,94001090151,"VIA DELLA CAPPELLETTA,5",015051,CARUGATE,MI,,PRIVATA,,9.34855,45.54492,POINT (9.34855 45.54492)
325,001300,CDI PAPA GIOVANNI XXIII,"VIA DAMIANO CHIESA,28",016218,TRESCORE BALNEARIO,24069,BG,8,8,692093,COOPERATIVA SOCIALE SOCIETA' DOLCE SOCIETA' COOPERATIVA,03772490375,03772490375,"VIA CRISTINA DA PIZZANO,5",037006,BOLOGNA,BO,,PRIVATA,,9.8434077,45.6959662,POINT (9.8434077 45.6959662)
326,001569,CDI DI VIA VERONICA GAMBARA N. 20 ORZINUOVI,"VIA LATTANZIO GAMBARA,20",017125,ORZINUOVI,25034,BS,30,30,690650,FONDAZIONI RIUNITE ONLUS DELLA BASSA BRESCIANA OCCIDENTALE,00726090988,86000210178,"VIA V.GAMBARA,20",017125,ORZINUOVI,BS,,PRIVATA,,9.9224203,45.4039596,POINT (9.9224203 45.4039596)
323,000988,CDIFONDAZIONE VILLA MONS. DAMIANO ZANI,"VIA PRADELLI,7",017018,BIENNO,25040,BS,10,10,690833,FONDAZIONE ONLUS VILLA MONS. DAMIANO ZANI,07237909986,81004420170,"VIA PRADELLI,7",017018,BIENNO,BS,FONDAZIONE,PRIVATA,NO,10.2915677,45.9359359,POINT (10.2915677 45.9359359)
325,001338,CDI DON GIOVANNI MARIA MORANDI,"VICOLO BENAGLIO,6/A",016029,BOLTIERE,24040,BG,40,40,691807,FONDAZIONE SAN GIULIANO ONLUS,03052430166,93028490162,"VIA CIRCONVALLAZIONE SUD,121",016075,CISERANO,BG,FONDAZIONE,PRIVATA,NO,9.5812547,45.6009155,POINT (9.5812547 45.6009155)
324,001023,CDI LA CASA DEL SORRISO,"VIA DON LORENZO RADAELLI,6",108031,MEZZAGO,20883,MB,20,20,104064,COOPERATIVA SOCIALE SAN NICOLO' - SOCIETA' COOPERATIVA SOCIALE,01665720163,01665720163,VIA PIO MANZU',016006,ALMENNO SAN BARTOLOMEO,BG,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATA,SI,9.44279509,45.62779026,POINT (9.44279509 45.62779026)
326,001577,CDI C/O CASA DI RIPOSO S. ANGELA MERICI ONLUS,"VIALE ANTONIO GRAMSCI,25",017067,DESENZANO DEL GARDA,25015,BS,20,20,690710,FONDAZIONE S. ANGELA MERICI ONLUS,00725330989,84001090178,"VIALE ANTONIO GRAMSCI,25",017067,DESENZANO DEL GARDA,BS,FONDAZIONE,PRIVATA,NO,10.5355938,45.4732952,POINT (10.5355938 45.4732952)
321,000473,CDI CASA FAMIGLIA DI MILANO AFFORI,"VIA FRANCO FACCIO,15",015146,MILANO,20161,MI,40,40,136089,RSA OASI CERRO SRL,09986470962,09986470962,"VIA PORLEZZA,8",015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATA,NO,9.1695972,45.5185654,POINT (9.1695972 45.5185654)
321,000312,CDI SANTAGOSTINO MARIO,"STRADA DALLA CHIESA,14",015103,GAGGIANO,20083,MI,40,40,690681,NUOVA ASSISTENZA- SOCIETA' COOPERATIVA SOCIALE ONLUS,01684780032,06902520011,"VIA BAVENO,4",003106,NOVARA,NO,,PRIVATA,,9.0338561,45.4071226,POINT (9.0338561 45.4071226)
328,002070,CENTRO DIURNO INTEGRATO VESCOVERA,"REGIONE VESCOVERA,32",018024,BRONI,27043,PV,40,40,690840,FONDAZIONE CONTE FRANCO CELLA DI RIVARA ONLUS,01331740181,84003740184,"VIA EMILIA,328",018024,BRONI,PV,FONDAZIONE,PRIVATA,NO,9.236917,45.056354,POINT (9.236917 45.056354)
323,000903,"""CENTRO DIURNO INTEGRATO """"RUGGERO DELL'OCA""""""","VIA PIETRO PAOLO PARRAVICINI,16",014045,MORBEGNO,23017,SO,30,30,690604,FONDAZIONE CASA DI RIPOSO AMBROSETTI PARAVICINI ONLUS,00539680140,00539680140,VIA PIETRO PAOLO PARRAVICINI 16,014045,MORBEGNO,SO,FONDAZIONE,PRIVATA,SI,9.57245,46.1342,POINT (9.57245 46.1342)
326,001508,CDI C/O LA RSA ANDREA FIORINI,"VIA ALDO CARPI,24",017107,MAZZANO,25080,BS,30,30,690718,CASA DI RIPOSO ANDREA FIORINI ONLUS,80054120177,80054120177,"VIA ALDO CARPI,24",017107,MAZZANO,BS,,PRIVATA,,10.3668942,45.5043416,POINT (10.3668942 45.5043416)
327,001778,CDI MANTEGNA,"VIA DANTE ALIGHIERI,8",020007,BOZZOLO,46012,MN,15,15,202333,LA VILLA S.P.A.,05548060481,05548060481,VIA BENEDETTO DA FOIANO 14,048017,FIRENZE,FI,SOCIETA' PER AZIONI,PRIVATA,NO,10.4824959,45.1032678,POINT (10.4824959 45.1032678)
327,001785,CENTRO DIURNO INTEGRATO,"VIA FRANCESCO CRISPI,119",020031,MARCARIA,46010,MN,30,30,690631,FONDAZIONE MONSIGNOR BENEDINI ONLUS,01306390202,80020890200,"VIA FRANCESCO CRISPI,119",020031,MARCARIA,MN,FONDAZIONE,PRIVATA,NO,10.5357616,45.1212974,POINT (10.5357616 45.1212974)
322,004727,CDI VILLAGGIO AMICO,"VIA STAZIONE,5",012075,GERENZANO,21040,VA,30,30,691781,VILLAGGIO AMICO SRL,06788610969,06788610969,"VIA PODGORA,13",015146,MILANO,MI,,PRIVATA,,9.00089,45.64388,POINT (9.00089 45.64388)
328,002048,"""CDI PRESSO RSA """"CASA DI RIPOSO DI VARZI""""""","VIA FORTUNATO REPETTI,12",018171,VARZI,27057,PV,30,20,690480,FONDAZIONE SAN GERMANO ONLUS,01339220186,01339220186,VIA FORTUNATO REPETTI 12,018171,VARZI,PV,FONDAZIONE,PRIVATA,NO,9.192057,44.8256712,POINT (9.192057 44.8256712)
321,000201,"""CDI """"LA CHIOCCIA""""""","VIALE BRIANZA,17",015044,CAMBIAGO,20040,MI,25,25,691750,COMUNE DI CAMBIAGO,02516430150,02516430150,"VIA INDIPENDENZA,1",015044,CAMBIAGO,MI,,PUBBLICA,,9.4194182,45.5739545,POINT (9.4194182 45.5739545)
322,000708,"""CDI CENTRO ACCOGLIENZA PER ANZIANI ETS","VIA CAMILLO BOSISIO,3",012090,LONATE POZZOLO,21015,VA,30,30,690675,FONDAZIONE CENTRO ACCOGLIENZA PER ANZIANI ONLUS,02082750122,91010690120,"VIA CAMILLO BOSISIO, 3",012090,LONATE POZZOLO,VA,FONDAZIONE,PRIVATA,NO,8.751492,45.6013308,POINT (8.751492 45.6013308)
327,096047,CDI FONDAZIONE INNOCENTA ZANETTI E ANGELO COMINELLI ONLUS,"VIA GIUSEPPE GARIBALDI,67",020017,CASTIGLIONE DELLE STIVIERE,46043,MN,10,10,690767,FONDAZ. INNOCENTA ZANETTI E ANGELO COMINELLI ONLUS,00522530203,81000770206,"VIA GIUSEPPE GARIBALDI,67",020017,CASTIGLIONE DELLE STIVIERE,MN,FONDAZIONE,PRIVATA,SI,10.4927375,45.3888699,POINT (10.4927375 45.3888699)
324,004834,F. SCACCABAROZZI,"VIA GIULIO BANFI,6",108036,ORNAGO,20876,MB,30,30,690672,KCS CAREGIVER COOPERATIVA SOCIALE,02125100160,02125100160,"ROTONDA DEI MILLE,1",016024,BERGAMO,BG,,PRIVATA,,9.4319275,45.5934574,POINT (9.4319275 45.5934574)
326,001729,CDI C/O FONDAZIONE GIROLDI FORCELLA UGONI ONLUS,"VIA CAVALIERI DI VITTORIO VENETO,9/A",017149,PONTEVICO,25026,BS,20,20,691160,FONDAZIONE GIROLDI FORCELLA-UGONI,02466660988,02466660988,VIA CAV.DI VIA VENETO 9/A,017149,PONTEVICO,BS,,PRIVATA,,10.08932,45.27469,POINT (10.08932 45.27469)
325,012487,VILLAGGIO DEGLI SPOSI,"VIA PROMESSI SPOSI,SNC",016024,BERGAMO,24127,BG,36,36,690823,FONDAZIONE CASA DI RICOVERO SANTA MARIA AUSILIATRICE ONLUS,01066880160,80017150162,"VIA MONTE GLENO,49",016024,BERGAMO,BG,,PRIVATA,,9.6495,45.6789,POINT (9.6495 45.6789)
327,001985,"""C DI """"IL GIRASOLE""""""","VIA GIUSEPPE GARIBALDI,93",019113,VESCOVATO,26039,CR,20,20,690519,"""FONDAZIONE """"ESILDA E FRANCESCO SOLDI"""" ONLUS""",00748800190,80002390195,"VIA GIUSEPPE GARIBALDI, 93",019113,VESCOVATO,CR,FONDAZIONE,PRIVATA,NO,10.1687282,45.1757367,POINT (10.1687282 45.1757367)
324,003570,CDI CENTRO DIURNO PER MALATI DI ALZHEIMER,"VIA MOLISE,13",108033,MONZA,20900,MB,30,30,691746,COOPERATIVA SOCIALE NUOVO SOLCO - ONLUS,02945000962,02945000962,"VIA MOLISE,13",108033,MONZA,MB,,PRIVATA,,9.25727,45.57305,POINT (9.25727 45.57305)
326,001736,SAN CARLO BORROMEO C/O CASA DI DIO,"VIA VITTORIO EMANUELE II,7",017029,BRESCIA,25122,BS,22,22,690754,FONDAZIONE CASA DI DIO ONLUS,02467380982,02467380982,"VIA MORETTO,4",017029,BRESCIA,BS,,PRIVATA,,10.2138276,45.5350425,POINT (10.2138276 45.5350425)
326,001463,CDI ACHILLE PAPA,"VIA DEL SANTELLONE,2",017029,BRESCIA,25132,BS,25,25,690813,FONDAZIONE BRESCIA SOLIDALE ONLUS,02912960982,98133500177,"VIA LUCIO FIORENTINI,19/B",017029,BRESCIA,BS,,PRIVATA,,10.1657313,45.5477561,POINT (10.1657313 45.5477561)
325,001304,"""CDI """"IL GRANDE ALBERO""""""","VIA ALESSANDRO VOLTA,269",016046,CALUSCO D'ADDA,24033,BG,40,40,104064,COOPERATIVA SOCIALE SAN NICOLO' - SOCIETA' COOPERATIVA SOCIALE,01665720163,01665720163,VIA PIO MANZU',016006,ALMENNO SAN BARTOLOMEO,BG,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATA,SI,9.4669031,45.6907037,POINT (9.4669031 45.6907037)
325,001375,CDI ANDREA E MARIA PANZERI,"VIA SAN DEFENDENTE,26",016200,SOLTO COLLINA,24060,BG,20,20,691816,CACCIAMATTA SRL,03492560168,03492560168,"VIA SAN ROCCO,SNC",016211,TAVERNOLA BERGAMASCA,BG,,PRIVATA,,10.0252198,45.789132,POINT (10.0252198 45.789132)
321,004863,CDI FONDAZIONE OSPEDALE MARCHESI DI INZAGO,"VIA FERRARIO BALCONI,18",015114,INZAGO,20065,MI,15,15,690636,FONDAZIONE OSPEDALE MARCHESI DI INZAGO,02833990159,02833990159,"VIA LUIGI MARCHESI,25",015114,INZAGO,MI,,PRIVATA,,9.48129,45.53897,POINT (9.48129 45.53897)
328,002214,"""CDI """"VARNI E AGNETTI""""""","STRADA ARDIVESTRA,3",018073,GODIASCO SALICE TERME,27052,PV,40,40,691105,FONDAZIONE VARNI AGNETTI E.T.S.,01664350186,01664350186,"STRADA ARDIVESTRA,5",018073,GODIASCO SALICE TERME,PV,,PRIVATA,,9.0602159,44.8950179,POINT (9.0602159 44.8950179)
324,001209,CDI L'ARCA,"VIA SANT'APOLLINARE,1",108004,ARCORE,20862,MB,30,30,691774,COMUNE DI ARCORE,00988560967,87003290159,"LARGO VINCENZO VELA,1",108004,ARCORE,MB,,PUBBLICA,,9.33103,45.63139,POINT (9.33103 45.63139)
321,002427,CDI C/O CASA DI RIPOSO RSA SANDRO PERTINI,"VIA PER CESATE,62",015105,GARBAGNATE MILANESE,20024,MI,40,40,030706,ASST RHODENSE,09323530965,09323530965,"VIALE CARLO FORLANINI,95",015105,GARBAGNATE MILANESE,MI,ASST,PUBBLICA,NO,9.07868,45.58497,POINT (9.07868 45.58497)
327,001907,CENTRO DIURNO INTEGRATO VILLA CARPANEDA,"VIA CANTARANA,25",020051,RODIGO,46040,MN,20,20,137308,GRUPPO GHERON SRL,01574550339,01574550339,"VIA ARCHIMEDE,57",015146,MILANO,MI,,PRIVATA,,10.62153,45.19697,POINT (10.62153 45.19697)
327,001940,CDI SAN TEODORO,"VIA PICCINARDI,24",019035,CREMA,26013,CR,25,25,152012,PROGETTO ITACA - SOCIETA' COOPERATIVA SOCIALE,03597230139,03597230139,"VIA MARTINO ANZI,8",013075,COMO,CO,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATA,SI,9.6837504,45.3620616,POINT (9.6837504 45.3620616)
321,000436,VODIA CREMONCINI,"VIA MICHELE SAPONARO,32",015146,MILANO,20142,MI,30,30,692107,PROGETTO PERSONA ONLUS SCS,13430750151,12875770153,"VIA LORENZO VALLA,25",015146,MILANO,MI,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATA,NO,9.1740293,45.4074472,POINT (9.1740293 45.4074472)
328,002023,ARCOBALENO,"VIA FERRUCCIO BELLI,8",018041,CAVA MANARA,27051,PV,40,40,690769,COOPERATIVA SOCIALE ARCOBALENO SOCIETA' PER AZIONI,01967560184,01967560184,"VIA FERRUCCIO BELLI,8",018041,CAVA MANARA,PV,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATA,SI,9.1027,45.14188,POINT (9.1027 45.14188)
325,060933,CENTRO DIURNO INTEGRATO DI NEMBRO,"VIA DEI FRATI,1",016144,NEMBRO,24027,BG,30,30,690686,FONDAZIONE R.S.A. CASA RIPOSO NEMBRO O.N.L.U.S.,01742130162,80024150163,"VIA DEI FRATI,1",016144,NEMBRO,BG,,PRIVATA,,9.7503337,45.7410523,POINT (9.7503337 45.7410523)
323,000982,IL GIRASOLE,"VIA GIOVAN BATTISTA CERLETTI,19",014018,CHIAVENNA,23022,SO,20,20,691725,L'ARCA SOCIETA' COOPERATIVA SOCIALE,00528850142,00528850142,"VIA DON PIETRO BUZZETTI,41",014018,CHIAVENNA,SO,,PRIVATA,,9.4004155,46.3216188,POINT (9.4004155 46.3216188)
328,002078,"""CDI """"VILLA ANTEA""""""","VIA GIACOMO PASINI,12",018176,VIDIGULFO,27018,PV,25,25,690869,CROCE DI MALTA SRL,03653930960,03653930960,"VIALE CASSALA,22",015146,MILANO,MI,,PRIVATA,,9.23677,45.29043,POINT (9.23677 45.29043)
321,000376,CDI FAMAGOSTA,"VIA ANTONIO DI RUDINI',3",015146,MILANO,20142,MI,30,30,690681,NUOVA ASSISTENZA- SOCIETA' COOPERATIVA SOCIALE ONLUS,01684780032,06902520011,"VIA BAVENO,4",003106,NOVARA,NO,,PRIVATA,,9.1590887,45.4328133,POINT (9.1590887 45.4328133)
322,000765,CDI IL MELO,"VIA MAGENTA,3",012070,GALLARATE,21013,VA,40,40,691476,IL MELO ONLUS SOCIETA' COOPERATIVA SOCIALE,01564890125,91002590122,"VIA MAGENTA,3",012070,GALLARATE,VA,,PRIVATA,,8.7934,45.65624,POINT (8.7934 45.65624)
321,000284,CDI ANDREA DONATO,"VIA ALESSANDRO MANZONI,22",015086,CORMANO,20032,MI,17,17,120850,REMBRANDT COOPERATIVA SOCIALE,01957760133,01957760133,"VIA VARESE,25/D",012119,SARONNO,VA,,PRIVATA,,9.18006,45.53878,POINT (9.18006 45.53878)
327,004765,FONDAZIONE FRANCO NICOLAI ONLUS,"VIA SAN MARTINO,80",020070,VOLTA MANTOVANA,46049,MN,14,14,690467,FONDAZIONE FRANCO NICOLAI ONLUS,01564480208,81003970209,"VIA SAN MARTINO,80",020070,VOLTA MANTOVANA,MN,,PRIVATA,,10.6589,45.32441,POINT (10.6589 45.32441)
324,001047,CDI CORTE BUSCA,"PIAZZA DON ANGELO LIMONTA,1",097044,LOMAGNA,23871,LC,30,30,691775,L'ARCOBALENO SOCIETA' COOPERATIVA SOCIALE - ONLUS,01461770131,01461770131,"VIALE FILIPPO TURATI,117",097042,LECCO,LC,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATA,SI,9.37484,45.6715,POINT (9.37484 45.6715)
326,001505,CDI DI PARATICO,"VIA DEI TIMONI LAGO,44",017134,PARATICO,25030,BS,25,25,692093,COOPERATIVA SOCIALE SOCIETA' DOLCE SOCIETA' COOPERATIVA,03772490375,03772490375,"VIA CRISTINA DA PIZZANO,5",037006,BOLOGNA,BO,,PRIVATA,,9.9594314,45.6615908,POINT (9.9594314 45.6615908)
321,000068,"""CDI C/O RESIDENZA """"VILLA ARCADIA""""""","VIA LUIGI CADORNA,18",015012,BAREGGIO,20008,MI,37,37,690489,ANZIANI '93 - COOPERATIVA SOCIALE,12481490154,12481490154,"VIA LUIGI CADORNA,18",015012,BAREGGIO,MI,,PRIVATA,,8.992068,45.4762482,POINT (8.992068 45.4762482)
321,027248,GRACE,"VIA GIOVANNI BATTISTA RASARIO,8/A",015146,MILANO,20153,MI,30,30,733644,EQUA COOPERATIVA SOCIALE,12481880156,12481880156,"VIA GIOVANNI MARIA BICETTI DE' BUTTINONI,15",015146,MILANO,MI,,PRIVATA,,9.074883,45.4916168,POINT (9.074883 45.4916168)
322,002711,CDI FONDAZIONE BELLARIA ETS,"VIA MONTE CARMELO,22",013010,APPIANO GENTILE,22070,CO,30,30,690866,FONDAZIONE BELLARIA ONLUS,02019090139,80014800132,"VIA MONTE CARMELO,22",013010,APPIANO GENTILE,CO,,PRIVATA,,8.973588,45.7362708,POINT (8.973588 45.7362708)
326,001616,CENTRO DIURNO INTEGRATO COMUNALE,"VIA MARTIRI DELLA LIBERTA',2",017138,SAN PAOLO,25020,BS,20,20,111647,ELEFANTI VOLANTI SOCIETA' COOPERATIVA SOCIALE - ONLUS,03180410981,03180410981,"VIA ENRICO FERRI,99",017029,BRESCIA,BS,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATA,SI,10.0188452,45.3724871,POINT (10.0188452 45.3724871)
325,098403,CDI INES MANGILI,"VIA ROMA,40",016030,BONATE SOPRA,24040,BG,40,40,130508,CONSORZIO STABILE HCM,04409410968,04409410968,"VIA CRESCENZAGO,55",015146,MILANO,MI,,PRIVATA,,9.55685,45.68608,POINT (9.55685 45.68608)
325,001372,"""CDI """"FONDAZIONE S. GIULIANO""""""","VIA CIRCONVALLAZIONE SUD,121",016075,CISERANO,24040,BG,30,30,691807,FONDAZIONE SAN GIULIANO ONLUS,03052430166,93028490162,"VIA CIRCONVALLAZIONE SUD,121",016075,CISERANO,BG,FONDAZIONE,PRIVATA,NO,9.5993345,45.5851987,POINT (9.5993345 45.5851987)
327,001767,CDI CASA DI RIPOSO SAN GIUSEPPE,"LARGO VITTORIA,20",019053,ISOLA DOVARESE,26031,CR,13,13,690436,FONDAZIONE CASA DI RIPOSO SAN GIUSEPPE ONLUS,00825790199,80002410191,"LARGO VITTORIA, 20",019053,ISOLA DOVARESE,CR,FONDAZIONE,PRIVATA,NO,10.3132968,45.1748266,POINT (10.3132968 45.1748266)
321,004750,FONDAZIONE FERRARIO,"VIA GIUSEPPE GARIBALDI,1",015229,VANZAGO,20043,MI,20,20,690479,FONDAZIONE FERRARIO,04026870156,86501900152,"VIA VITTORIO EMANUELE II,2",015229,VANZAGO,MI,FONDAZIONE,PRIVATA,NO,9.0042859,45.5299713,POINT (9.0042859 45.5299713)
321,000576,CDI POLIVALENTE PER ANZIANI C/O RSA COMUNALE,"VIA ALEMANNI,10",015098,CUSANO MILANINO,20095,MI,16,16,123408,SERENI ORIZZONTI 1 SPA,02833470301,02833470301,"VIA VITTORIO VENETO,45",030129,UDINE,UD,,PRIVATA,,9.1806866,45.5484685,POINT (9.1806866 45.5484685)
327,001919,C.D.I. G. BONINSEGNA,"VIA DONATORI DEL SANGUE,12",020039,PEGOGNAGA,46020,MN,15,15,692093,COOPERATIVA SOCIALE SOCIETA' DOLCE SOCIETA' COOPERATIVA,03772490375,03772490375,"VIA CRISTINA DA PIZZANO,5",037006,BOLOGNA,BO,,PRIVATA,,10.8580798,44.9925566,POINT (10.8580798 44.9925566)
327,001897,CDI ALZHEIMER,"VIA BRESCIA,207",019036,CREMONA,26100,CR,20,20,690876,AZIENDA SPECIALE COMUNALE CREMONA SOLIDALE,01310740194,93042130190,"VIA BRESCIA,207",019036,CREMONA,CR,,PUBBLICA,,10.03753022,45.15182072,POINT (10.03753022 45.15182072)
324,001005,LE QUERCE DI MAMRE,"VIA CADUTI DI VIA FANI,12",097036,GALBIATE,23851,LC,40,25,691775,L'ARCOBALENO SOCIETA' COOPERATIVA SOCIALE - ONLUS,01461770131,01461770131,"VIALE FILIPPO TURATI,117",097042,LECCO,LC,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATA,SI,9.3834645,45.8143036,POINT (9.3834645 45.8143036)
321,000214,CDI CENTRO GIROLA,"VIA CARLO GIROLA,30",015146,MILANO,20162,MI,40,40,690451,FONDAZIONE DON CARLO GNOCCHI ONLUS,12520870150,04793650583,"VIA CARLO GIROLA,30",015146,MILANO,MI,FONDAZIONE,PRIVATA,SI,9.1922306,45.5112391,POINT (9.1922306 45.5112391)
322,000709,CDI CENTRO POLIFUNZIONALE PER LA TERZA ETA',"VIA TORQUATO TASSO,58",012026,BUSTO ARSIZIO,21052,VA,30,30,143190,BUSTO CARE-CONSORZIO DI COOPERATIVE-COOPERATIVA SOCIALE,03608150128,03608150128,"VIA TORQUATO TASSO,58",012026,BUSTO ARSIZIO,VA,,PRIVATA,,8.87062319,45.61760695,POINT (8.87062319 45.61760695)
322,037026,CDI FONDAZIONE VELINI CASA FAMIGLIA ONLUS,"VIA SANTO STEFANO,39/A",012127,TRADATE,21049,VA,15,15,690496,FONDAZIONE VELINI CASA FAMIGLIA ONLUS,01551760125,95004460127,VIA SANTO STEFANO 39A,012127,TRADATE,VA,FONDAZIONE,PRIVATA,NO,8.9049209,45.7149952,POINT (8.9049209 45.7149952)
327,001836,PLACIDA MAZZA,"VIA PORTA SOCCORSO,25",019076,PIZZIGHETTONE,26026,CR,15,15,690585,FONDAZIONE ISTITUTO CARLO VISMARA - GIOVANNI DE PETRI ONLUS,00408630192,83000090197,"VIA CARLO VISMARA,10",019088,SAN BASSANO,CR,FONDAZIONE,PRIVATA,SI,9.7815181,45.1852216,POINT (9.7815181 45.1852216)
321,000258,"""CDI """"SANTA GIULIA""""""","VIA RICCARDO PITTERI,81",015146,MILANO,20134,MI,20,20,691212,SEGESTA GESTIONI SRL,04140620966,04140620966,"VIALE CASSALA,22",015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATA,NO,9.2465586,45.4778355,POINT (9.2465586 45.4778355)
